sample,block
Clinical.isolate.9532.03_Haarlem.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
H37Rv.extra.vs.intracellular.in.activated.macrophages.rep.1,macrophage
H37Rv.extra.vs.intracellular.in.activated.macrophages.rep.2,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.24hrs.after.infection.in.macrophages.rep.1,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.24hrs.after.infection.in.macrophages.rep.2,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.24hrs.after.infection.in.macrophages.rep.3,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.24hrs.after.infection.in.macrophages.rep.4,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.24hrs.after.infection.in.macrophages.rep.5,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.4hrs.after.infection.in.macrophages.rep.1,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.4hrs.after.infection.in.macrophages.rep.2,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.4hrs.after.infection.in.macrophages.rep.3,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.4hrs.after.infection.in.macrophages.rep.4,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.4hrs.after.infection.in.macrophages.rep.5,macrophage
H37Rv.grown.in.7H9.vs.H37Rv.4hrs.after.infection.in.macrophages.rep.6,macrophage
M..tuberculosis.CDC1551.24hr.phagosome.expression.profile,macrophage
M..tuberculosis.CDC1551.2hr.phagosome.expression.profile,macrophage
MTB.in.Wild.type.macrophages...IFNg.for.24hrs,macrophage
MTB.in.Wild.type.macrophages...IFNg.for.48hrs,macrophage
MTB.in.Wild.type.macrophages...IFNg.for.4hrs,macrophage
MTB.in.Wild.type.macrophages.for.24hrs,macrophage
MTB.in.Wild.type.macrophages.for.48hrs,macrophage
MTB.in.Wild.type.macrophages.for.4hrs,macrophage
Russell_Lab_Spotted_Oligos_1.1..14.day.resting.macrophage.infection.2hr..rep.1..Russell_Lab_Spotted_Oligos_1.1..,macrophage
Russell_Lab_Spotted_Oligos_1.10.14.day.resting.macrophage.infection.Day.8..rep.2..Russell_Lab_Spotted_Oligos_1.10.,macrophage
Russell_Lab_Spotted_Oligos_1.11.14.day.resting.macrophage.infection.Day.10..rep.1..Russell_Lab_Spotted_Oligos_1.11.,macrophage
Russell_Lab_Spotted_Oligos_1.12.14.day.resting.macrophage.infection.Day.10..rep.2..Russell_Lab_Spotted_Oligos_1.12.,macrophage
Russell_Lab_Spotted_Oligos_1.13.14.day.resting.macrophage.infection.Day.12..rep.1..Russell_Lab_Spotted_Oligos_1.13.,macrophage
Russell_Lab_Spotted_Oligos_1.14.14.day.resting.macrophage.infection.Day.12..rep.2..Russell_Lab_Spotted_Oligos_1.14.,macrophage
Russell_Lab_Spotted_Oligos_1.15.14.day.resting.macrophage.infection.Day.14..rep.1..Russell_Lab_Spotted_Oligos_1.15.,macrophage
Russell_Lab_Spotted_Oligos_1.16.14.day.resting.macrophage.infection.Day.14..rep.2..Russell_Lab_Spotted_Oligos_1.16.,macrophage
Russell_Lab_Spotted_Oligos_1.2..14.day.resting.macrophage.infection.2hr..rep.2..Russell_Lab_Spotted_Oligos_1.2..,macrophage
Russell_Lab_Spotted_Oligos_1.3..14.day.resting.macrophage.infection.Day.2..rep.1..Russell_Lab_Spotted_Oligos_1.3..,macrophage
Russell_Lab_Spotted_Oligos_1.4..14.day.resting.macrophage.infection.Day.2..rep.2..Russell_Lab_Spotted_Oligos_1.4..,macrophage
Russell_Lab_Spotted_Oligos_1.5..14.day.resting.macrophage.infection.Day.4..rep.1..Russell_Lab_Spotted_Oligos_1.5..,macrophage
Russell_Lab_Spotted_Oligos_1.6..14.day.resting.macrophage.infection.Day.4..rep.2..Russell_Lab_Spotted_Oligos_1.6..,macrophage
Russell_Lab_Spotted_Oligos_1.7..14.day.resting.macrophage.infection.Day.6..rep.1..Russell_Lab_Spotted_Oligos_1.7..,macrophage
Russell_Lab_Spotted_Oligos_1.8..14.day.resting.macrophage.infection.Day.6..rep.2..Russell_Lab_Spotted_Oligos_1.8..,macrophage
Russell_Lab_Spotted_Oligos_1.9..14.day.resting.macrophage.infection.Day.8..rep.1..Russell_Lab_Spotted_Oligos_1.9..,macrophage
CDC1551.Ctrl.vs.0.05.mM.DETA.NO.40.min.rep.1,nitrosative.stress
CDC1551.Ctrl.vs.0.05.mM.DETA.NO.40.min.rep.2,nitrosative.stress
CDC1551.Ctrl.vs.0.05.mM.DETA.NO.40.min.rep.3,nitrosative.stress
CDC1551.Ctrl.vs.0.05.mM.DETA.NO.40.min.rep.4,nitrosative.stress
CDC1551.Ctrl.vs.0.05.mM.DETA.NO.40.min.rep.5,nitrosative.stress
H37Rv.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.1,nitrosative.stress
H37Rv.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.2,nitrosative.stress
H37Rv.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.3,nitrosative.stress
H37Rv.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.005.mM.DETA.NO.40min.rep.1.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.005.mM.DETA.NO.40min.rep.1.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.005.mM.DETA.NO.40min.rep.2.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.005.mM.DETA.NO.40min.rep.2.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.005.mM.DETA.NO.40min.rep.3.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.005.mM.DETA.NO.40min.rep.3.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.005.mM.DETA.NO.40min.rep.4.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.005.mM.DETA.NO.40min.rep.4.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.1.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.1.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.2,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.3.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.3.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.5.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.5.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.6.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.6.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.7.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.DETA.NO.40min.rep.7.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.16hrs.rep.1,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.16hrs.rep.2,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.16hrs.rep.3,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.16hrs.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.1hr.rep.1,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.1hr.rep.2,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.1hr.rep.3,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.1hr.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.20min.rep.1,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.20min.rep.2,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.20min.rep.3,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.20min.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.24hrs.rep.1,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.24hrs.rep.2,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.24hrs.rep.3,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.24hrs.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.2hrs.rep.1,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.2hrs.rep.2,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.2hrs.rep.3,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.2hrs.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.1.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.1.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.2.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.2.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.3.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.3.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.4.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.4.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.5,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.6,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.40min.rep.7,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.4hrs.rep.1,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.4hrs.rep.2,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.4hrs.rep.3,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.4hrs.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.5min.rep.1,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.5min.rep.2,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.5min.rep.3,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.5min.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.8hrs.rep.1,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.8hrs.rep.2,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.8hrs.rep.3,nitrosative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.DETA.NO.8hrs.rep.4,nitrosative.stress
MTB.strain.1254.Ctrl.vs.1.0.mM.DETA.NO.40min.rep.1.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.1.0.mM.DETA.NO.40min.rep.1.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.1.0.mM.DETA.NO.40min.rep.2.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.1.0.mM.DETA.NO.40min.rep.2.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.1.0.mM.DETA.NO.40min.rep.3.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.1.0.mM.DETA.NO.40min.rep.3.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.1.0.mM.DETA.NO.40min.rep.4.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.1.0.mM.DETA.NO.40min.rep.4.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.DETA.NO.40min.rep.1.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.DETA.NO.40min.rep.1.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.DETA.NO.40min.rep.2.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.DETA.NO.40min.rep.2.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.DETA.NO.40min.rep.3.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.DETA.NO.40min.rep.3.y,nitrosative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.DETA.NO.40min.rep.4.x,nitrosative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.DETA.NO.40min.rep.4.y,nitrosative.stress
MTB.strain1254.vs.MTB.strain.1254.for.DETA.NO.exp.control.rep.1,nitrosative.stress
MTB.strain1254.vs.MTB.strain.1254.for.DETA.NO.exp.control.rep.2,nitrosative.stress
MTB.strain1254.vs.MTB.strain.1254.for.DETA.NO.exp.control.rep.3,nitrosative.stress
MTB.strain1254.vs.MTB.strain.1254.for.DETA.NO.exp.control.rep.4,nitrosative.stress
MTB.strain1254.vs.MTB.strain.1254.for.DETA.NO.exp.control.rep.5,nitrosative.stress
X0.02mM.GSNOvsDMSO..6h,nitrosative.stress
X0.1mM.GSNO.DMSO..3.5h,nitrosative.stress
X0.1mM.GSNO.DMSO..6h,nitrosative.stress
X0.1mM.GSNOvsDMSO..4h,nitrosative.stress
X0.1mM.GSNOvsDMSO..6h.,nitrosative.stress
X0.1mM.GSNOvsDMSO..6h.A,nitrosative.stress
WT_140mM_NaCl_Rep1,osmotic.stress
WT_140mM_NaCl_Rep2,osmotic.stress
WT_140mM_NaCl_Rep3,osmotic.stress
WT_140mM_NaCl_Rep4,osmotic.stress
A00436_Q1_t30_diamide,oxidative.stress
A00436_Q2_t60_diamide,oxidative.stress
A00436_Q3_t90_diamide,oxidative.stress
A00437_Q1_t30_diamide,oxidative.stress
A00437_Q2_t60_diamide,oxidative.stress
A00437_Q3_t90_diamide,oxidative.stress
A00470_Q1_t30_diamide,oxidative.stress
A00470_Q2_t60_diamide,oxidative.stress
A00470_Q3_t90_diamide,oxidative.stress
CHP_25uM_1h_01,oxidative.stress
CHP_25uM_24h_01,oxidative.stress
CHP_25uM_2h_01,oxidative.stress
H2O2.4mM.vs.ctrl.8h.1,oxidative.stress
H2O2.4mM.vs.ctrl.8h.1,oxidative.stress
H37Rv.diamide.1h.rep.1,oxidative.stress
H37Rv.diamide.1h.rep.2,oxidative.stress
H37Rv.diamide.1h.rep.3,oxidative.stress
H37Rv.diamide.1h.rep.4,oxidative.stress
H37Rv.diamide.1h.rep.5,oxidative.stress
H37Rv.diamide.1h.rep.6,oxidative.stress
H37Rv.wild.type.control.vs.5mM.Diamide.for.60.min.rep.1,oxidative.stress
H37Rv.wild.type.control.vs.5mM.Diamide.for.60.min.rep.2,oxidative.stress
H37Rv.wild.type.control.vs.5mM.Diamide.for.60.min.rep.3,oxidative.stress
H37Rv.wild.type.control.vs.5mM.Diamide.for.60.min.rep.4,oxidative.stress
H37Rv.wild.type.control.vs.5mM.Diamide.for.60.min.rep.5,oxidative.stress
H37Rv.wild.type.control.vs.5mM.Diamide.for.60.min.rep.6,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.1,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.2,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.3,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.4,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.5,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.6,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.1,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.2,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.3,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.4,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.5,oxidative.stress
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.6,oxidative.stress
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.1,oxidative.stress
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.2,oxidative.stress
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.3,oxidative.stress
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.4,oxidative.stress
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.5,oxidative.stress
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.6,oxidative.stress
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.1,oxidative.stress
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.2,oxidative.stress
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.3,oxidative.stress
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.4,oxidative.stress
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.5,oxidative.stress
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.6,oxidative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.1,oxidative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.2,oxidative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.3,oxidative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.4,oxidative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.5,oxidative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.6,oxidative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.4hr.rep.1,oxidative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.4hr.rep.2,oxidative.stress
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.4hr.rep.3,oxidative.stress
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.1,oxidative.stress
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.2,oxidative.stress
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.3,oxidative.stress
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.4,oxidative.stress
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.5,oxidative.stress
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.6,oxidative.stress
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.1,oxidative.stress
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.2,oxidative.stress
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.3,oxidative.stress
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.4,oxidative.stress
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.5,oxidative.stress
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.6,oxidative.stress
X4mM.H2O2.ctrl..2h...1,oxidative.stress
X4mM.H2O2.ctrl..2h...2,oxidative.stress
X4mM.H2O2.ctrl..4h...1,oxidative.stress
X4mM.H2O2.ctrl..4h...2,oxidative.stress
X4mM.H2O2vsctrl..1h.,oxidative.stress
X4mM.H2O2vsctrl..2h.,oxidative.stress
X4mM.H2O2vsctrl..2h.A,oxidative.stress
X4mM.H2O2vsctrl..4h.,oxidative.stress
X4mM.H2O2vsctrl..4h.A,oxidative.stress
Mtb.response.to.pH.5.5..6.replicates.,pH.stress
Mtb.response.to.pH.6.5..6.replicates.,pH.stress
pH4.8vspH6.8..11h.,pH.stress
pH4.8vspH6.8..2h.,pH.stress
pH4.8vspH6.8..2h.A,pH.stress
pH4.8vspH6.8..2h.B,pH.stress
pH4.8vspH6.8..4h.,pH.stress
pH4.8vspH6.8..4h.A,pH.stress
pH4.8vspH6.8..4h.B,pH.stress
pH4.8vspH6.8..4h.C,pH.stress
pH4.8vspH6.8..5.5h.,pH.stress
pH4.8vspH6.8..5h.,pH.stress
pH4.8vspH6.8..6h.,pH.stress
pH4.8vspH6.8..7h.,pH.stress
pH5.2vspH6.8..10.5h.,pH.stress
pH5.2vspH6.8..11h.,pH.stress
pH5.2vspH6.8..16h.,pH.stress
pH5.2vspH6.8..2h.,pH.stress
pH5.2vspH6.8..5.5h.,pH.stress
pH5.2vspH6.8..5h.,pH.stress
pH5.6vspH6.8..11h.,pH.stress
pH5.6vspH6.8..16h.,pH.stress
pH5.6vspH6.8..2h.,pH.stress
pH5.6vspH6.8..2h.A,pH.stress
pH5.6vspH6.8..4h.,pH.stress
pH5.6vspH6.8..4h.B,pH.stress
pH5.6vspH6.8..5h.,pH.stress
pH5.6vspH6.8..7h.,pH.stress
Starvation_1254_12h_01,starvation
Starvation_1254_12h_02,starvation
Starvation_1254_12h_03,starvation
Starvation_1254_12h_04,starvation
Starvation_1254_24h_01,starvation
Starvation_1254_24h_02,starvation
Starvation_1254_24h_03,starvation
Starvation_1254_24h_04,starvation
Starvation_1254_24h_05,starvation
Starvation_1254_24h_06,starvation
Starvation_1254_24h_07,starvation
Starvation_1254_24h_08,starvation
Starvation_1254_3d_01,starvation
Starvation_1254_3d_02,starvation
Starvation_1254_3d_03,starvation
Starvation_1254_3d_04,starvation
Starvation_1254_5d_01,starvation
Starvation_1254_5d_02,starvation
Starvation_1254_5d_03,starvation
Starvation_1254_5d_04,starvation
Starvation_1254_6h_01,starvation
Starvation_1254_6h_02,starvation
Starvation_1254_6h_03,starvation
Starvation_1254_6h_04,starvation
Starvation_1254_6h_05,starvation
Starvation_1254_6h_06,starvation
Starvation_1254_6h_07,starvation
Starvation_1254_6h_08,starvation
